Gene	FC	Length
Dynlt1a	-1.3316832	6927
Bid	-1.331821	24923
Hyal1	-1.3318253	5916
Srprb	-1.3319503	14104
Nudt19	-1.3319975	9119
Cpox	-1.3320922	10183
Pwp2	-1.3322165	14239
Ube2q2	-1.3322617	58675
Pcdhb4	-1.3325026	3718
2310045N01Rik	-1.3325537	27989
Mrps5	-1.3327162	19607
Pkn1	-1.3327456	29417
Arfrp1	-1.3328742	7714
Wtap	-1.3328774	25750
Ncbp2	-1.3329817	13268
Fcf1	-1.3333515	12406
Glrx	-1.3335657	10283
Atp6v1g1	-1.3336518	5978
Cpped1	-1.3337826	105724
Ache	-1.3338469	6947
Adck4	-1.3339636	29229
Nipsnap1	-1.3340607	20249
Trnt1	-1.3341529	13354
Ccl6	-1.334283	5205
Hapln1	-1.3342861	71196
Ctrl	-1.3343793	1868
Hipk1	-1.3344641	51748
Xrcc5	-1.3345615	87531
Polr2m	-1.3345646	7498
Olfm1	-1.3345731	37744
Lgr6	-1.334628	118928
A230072C01Rik	-1.3346541	25053
Lsm7	-1.3347654	2384
Tprkb	-1.3348773	14546
Thbs3	-1.3349366	11657
Ndufa3	-1.3353679	2790
Rassf3	-1.3354402	65900
Zfp773	-1.3355683	6077
C030034I22Rik	-1.335584	1470
Icam1	-1.3360269	12837
Megf11	-1.3360826	323579
Spag9	-1.3363224	129994
Pgpep1	-1.3365822	10570
C530005A16Rik	-1.3366578	7897
Fam64a	-1.3367503	5338
Suds3	-1.3367949	24311
Tpd52	-1.3369398	76097
Klhl2	-1.3370754	155056
Cd14	-1.3376601	1662
Manbal	-1.3376936	29169
Tmod1	-1.3377572	77097
Dcp1b	-1.3377752	46362
Rnft2	-1.3379176	54380
Kalrn	-1.3379773	599274
Satb2	-1.3380188	184664
3110040N11Rik	-1.3382109	7296
Cct4	-1.3382144	13261
Rnf168	-1.3383154	23975
Tom1l2	-1.3384701	126191
Ppig	-1.338669	31467
Lrp3	-1.3387944	15537
Ppp2r1b	-1.3389186	48928
Arl1	-1.3389238	13236
Zfp109	-1.3391241	9061
Bptf	-1.3391914	99046
Fem1c	-1.3392256	21365
Nhlh2	-1.3392333	5347
Gpr27	-1.3394116	1139
Arhgef10l	-1.339521	151527
Kcna4	-1.3396214	7863
Zfyve27	-1.3397256	30639
BC025920	-1.340256	14433
Fank1	-1.3402722	104671
4930578G10Rik	-1.3404442	110043
Stard4	-1.3406484	14507
Ctdsp2	-1.3407525	21258
Zfp52	-1.3407754	27062
Klc1	-1.3413997	48995
Trove2	-1.3414572	26278
Map3k4	-1.3415993	91125
Foxred1	-1.3416747	6849
Ccz1	-1.3416766	26937
Pemt	-1.3417441	75875
Zfp334	-1.3418026	13995
Cdk5rap1	-1.3418466	37630
Ggt7	-1.3422633	27858
S1pr2	-1.3422878	10841
Prtn3	-1.3424325	8698
Prps1l3	-1.3425082	9470
Mir17hg	-1.34258	3848
Tmem218	-1.3427762	14877
Ppil1	-1.3428836	13355
Lrrc4b	-1.3429185	34333
Hist2h2aa1	-1.3429921	577
Gosr1	-1.3431067	36977
Itga3	-1.3431246	32327
Adap1	-1.3433006	53746
Mapk8ip1	-1.3433409	17587
Gin1	-1.3433607	23537
Phf14	-1.3434187	173388
Marveld1	-1.3436662	4295
Mrpl40	-1.3436686	4749
Gpr61	-1.3440052	6561
Fdps	-1.344108	8367
Arrb1	-1.3441219	71305
Cpsf3	-1.3441652	28759
Prepl	-1.3442029	26790
Mrpl50	-1.3444774	8497
Ntng1	-1.3445612	355468
Ssr3	-1.3445708	12968
Ank2	-1.3445793	487424
Wbscr16	-1.3449991	28720
Tmem127	-1.3454518	13199
Plagl2	-1.3454696	13667
Myt1	-1.3455335	64465
Synm	-1.3456814	29581
Snrnp27	-1.3457868	9301
Rwdd2b	-1.3458371	7166
Rab1	-1.3462446	25424
Cercam	-1.3463943	13676
Park2	-1.346409	100571
Laptm4a	-1.3464613	17418
Haus5	-1.3469093	23993
Clca1	-1.347033	31300
Acta1	-1.3471563	2982
Zfp704	-1.3473223	183074
Epm2a	-1.3474156	116240
Nhp2	-1.3475174	3979
Slc5a6	-1.3475252	12888
C030039L03Rik	-1.3475504	17144
Hecw1	-1.3476382	296788
Dennd3	-1.3479704	59682
Ing5	-1.3481278	18136
Pla2g16	-1.3481405	31086
Hook2	-1.3483378	12769
Osbpl5	-1.3487889	68223
Pcdhb20	-1.3489606	3550
Stk32c	-1.3492864	109669
Gtf2e1	-1.3494295	29999
4833439L19Rik	-1.349442	14217
Hcfc1r1	-1.3494749	1916
Ahnak2	-1.3495423	30463
Zcchc10	-1.3497734	8622
Aida	-1.3498067	27441
Cxx1c	-1.3498255	1210
Enpp2	-1.3502755	81248
Acat2	-1.3504759	17857
Dpf1	-1.3504883	13637
Ms4a6c	-1.350566	12829
Zfand2b	-1.3510259	2983
Unc50	-1.3512665	8954
Pcdha1	-1.3512747	257372
Dusp2	-1.3513077	2217
Sec61a2	-1.3513198	24445
Asxl1	-1.3514731	58162
Reep5	-1.3515023	28526
Sec13	-1.3518618	12676
Uap1l1	-1.3518932	5793
Lix1	-1.351948	56715
Pelp1	-1.351957	17148
Cgrrf1	-1.3520054	22059
Mrps2	-1.3520825	3112
Paox	-1.3520938	8677
Pdpn	-1.352118	32133
6030445D17Rik	-1.3522387	1727
Nucks1	-1.3523167	25863
Epha6	-1.3523717	952048
Cnot8	-1.3523867	14441
Tspyl1	-1.3525382	2695
Ppm1a	-1.3525934	33729
Pld1	-1.3526553	194682
Vps8	-1.3526769	221562
Zfp712	-1.3527877	22576
Mmp11	-1.3529387	14711
AW551984	-1.3530504	17007
Heatr3	-1.3530716	34172
Dcx	-1.3530957	77469
4930429B21Rik	-1.3533492	1661
Eml2	-1.3534077	30061
Gkap1	-1.3539966	40837
Pdhb	-1.3540794	7001
Glrb	-1.3542081	70061
Cenpb	-1.354229	4885
Nbr1	-1.3546579	29802
Cbln3	-1.3548838	5336
Spg20	-1.3549049	25214
Sh3bp4	-1.3551215	84653
Maob	-1.3552207	108084
Slc35c1	-1.3552457	7774
L1cam	-1.355427	42327
Idua	-1.35544	24226
Nup214	-1.3557078	79539
2610001J05Rik	-1.3557179	3783
Fam84b	-1.3557655	6084
Uhmk1	-1.3559924	21977
Mki67	-1.3560647	26591
Zfp354c	-1.3561261	16638
Slc41a3	-1.3564091	41687
Alg12	-1.3565879	14074
Tmem179	-1.3566526	10976
Sec23a	-1.3572791	53634
Pqlc3	-1.3576881	11760
Zfp128	-1.3578955	12245
1110065P20Rik	-1.3579261	1245
Gmip	-1.3579403	13191
Cdk3-ps	-1.3579744	4284
Sec22c	-1.3579773	25443
Clpp	-1.3580482	6107
Dbndd2	-1.358325	7213
Trim8	-1.3583834	14796
Tceb3	-1.3585954	18395
Itgb1	-1.3586073	47546
Dnm1	-1.3587064	44858
Fsd1	-1.3587121	10370
Rnf139	-1.3589702	13161
AI467606	-1.3590176	2613
Fam154b	-1.3592122	15568
Sox2ot	-1.3594007	578181
AI837181	-1.359456	2169
Tpmt	-1.3597779	19567
Leo1	-1.3597783	24908
Tbr1	-1.3600686	11184
Hectd1	-1.3601487	85814
Ttc4	-1.3601589	16688
Plxna2	-1.360324	197040
Anxa4	-1.3603853	56744
Cenpc1	-1.3605518	53540
Ada	-1.360663	23655
Dhx32	-1.3606967	61784
Acbd6	-1.360762	129113
Fam120a	-1.3608847	88798
Serf1	-1.3609312	6574
C1qc	-1.3610481	3261
Rpap3	-1.361553	30717
Timm17a	-1.3618265	12246
Atxn1	-1.361898	410083
Chrm3	-1.3621002	1948
Amigo1	-1.3621324	5951
Pms2	-1.3622996	27345
Psma6	-1.3623328	34232
Dnajb5	-1.3623571	9611
Fam169a	-1.3624688	62234
Gm996	-1.3628876	4683
Usp5	-1.3631418	14465
Rnf5	-1.3631874	2599
Lgals1	-1.3632032	3740
B630019K06Rik	-1.3635668	2624
D130062J21Rik	-1.3635702	2742
Plcd4	-1.363781	24906
Zfp697	-1.3640326	49467
Oxr1	-1.3643906	413566
Tmem160	-1.3644518	2710
Vezf1	-1.364494	16450
Dock1	-1.3645014	502952
Pacs2	-1.3645215	59893
Tmem50b	-1.3645816	23297
Mettl3	-1.3646688	10460
Ncoa7	-1.3647485	166571
Ccdc91	-1.3649263	156741
4632404H12Rik	-1.3650188	5729
Zfp61	-1.365029	13924
Dhrs7	-1.3650366	14472
Blnk	-1.3651698	65608
Tcn2	-1.3653189	14967
Bckdha	-1.365536	28909
Ank1	-1.3655537	175653
Poli	-1.3657207	21940
Aldh18a1	-1.3657401	38206
Dsn1	-1.3659526	11889
Lancl1	-1.36604	38355
Gpr68	-1.3660791	31516
Prpf8	-1.3665724	22672
Gpr155	-1.3668416	45066
Samd5	-1.3670697	47949
Kcnab1	-1.3671257	268839
Egln3	-1.3672187	24879
Etv1	-1.3674359	88835
Celf3	-1.3674681	13362
Sh3pxd2a	-1.3677406	204237
4930453N24Rik	-1.3678572	19410
4930520O04Rik	-1.3678819	8926
Fastkd5	-1.368112	16187
Cacna1b	-1.368295	159265
Phf23	-1.3684795	4232
Mbnl3	-1.3685066	89263
Mgrn1	-1.368614	52044
Zfp62	-1.3690315	15524
Mettl8	-1.369118	91045
Psmb5	-1.369131	4207
Trim67	-1.3692528	41694
Psmc4	-1.3692794	8394
Fbxl2	-1.3693197	82554
Ccnh	-1.3694637	34061
Rab1b	-1.3695829	7812
Rimbp3	-1.3698747	5836
Abca1	-1.3701081	129108
Rnf141	-1.3701667	44025
Gfer	-1.370259	2965
Zfp414	-1.3705689	2689
Laptm5	-1.3708954	23016
Ascc3	-1.3709276	258533
Pdcl3	-1.3711238	9422
Fgd1	-1.3711324	43371
Rxfp1	-1.3712521	93078
Cd1d1	-1.3714145	3607
Ranbp17	-1.3714362	301952
Srl	-1.3715048	61600
Stoml2	-1.3715369	4020
Adrbk1	-1.3717662	20221
Clpb	-1.3717682	131827
Zfp629	-1.3717829	8766
Hivep3	-1.3717961	404261
Nudcd3	-1.3719373	94724
Slc4a1ap	-1.3720475	27047
Golga7	-1.3721411	15721
Syt13	-1.3721846	40960
N6amt2	-1.3722584	21971
Rwdd1	-1.3723863	23069
Qtrtd1	-1.3726038	65402
Ubl4	-1.3726604	2955
Dusp8	-1.3727381	16353
Gm10501	-1.3730928	4889
1700102P08Rik	-1.3732771	4929
Frmd5	-1.3734845	261558
Ppip5k1	-1.3735962	44835
Cnot6l	-1.3736666	93838
Gm11508	-1.3742714	36015
Tpbg	-1.3742843	4675
Prpf38a	-1.3742875	16164
Sdc3	-1.374361	33782
Rabl5	-1.3744063	5094
Nudt8	-1.3744187	5236
Irgm1	-1.3744327	9715
Dpy19l3	-1.3745418	69289
G6pd2	-1.3745465	1634
Sucla2	-1.374565	70823
Fibin	-1.3747429	2068
Ddah1	-1.3752857	135602
Stx4a	-1.3753339	24725
Commd4	-1.3754982	3258
4930578M01Rik	-1.3758632	3316
Glipr1	-1.3758935	17183
2310010G23Rik	-1.3759514	2414
Mbtps1	-1.3760693	50605
Ftsjd2	-1.3762399	156180
Asns	-1.3762962	18085
Eif4b	-1.3765821	23399
Atp5sl	-1.3766367	6137
Nfatc2	-1.3769076	125247
Mib2	-1.3769935	14521
Bmper	-1.377106	262126
R3hcc1	-1.3771086	20440
Ppp1r16a	-1.377127	23304
Ngly1	-1.3772857	62646
Stc2	-1.3773172	12767
Dab2ip	-1.3774369	172728
Pcdhb7	-1.377558	3505
Chadl	-1.3777186	18991
Egln1	-1.3777508	40658
Mlc1	-1.3778844	23123
Rasa2	-1.3779663	92317
Sox4	-1.378366	4794
Fam58b	-1.3784608	1222
Shisa5	-1.3785907	19159
Wdr60	-1.378746	55975
Pole3	-1.3788537	2419
Haus7	-1.3791643	21729
Ncf4	-1.3791952	17779
Map3k10	-1.3793209	18223
Sdha	-1.37934	28026
Dach1	-1.379424	382918
Dctn4	-1.3794346	32548
Yap1	-1.3799216	72597
Smo	-1.3799901	25671
Atp9a	-1.3800073	107971
Zfp53	-1.3800763	18409
Entpd3	-1.3802336	28499
Cluap1	-1.3802543	32346
Tspan6	-1.3802956	7361
Ccdc65	-1.3803811	15132
Aldh1l1	-1.3804277	113776
Atp6v1g2	-1.3805846	5107
Ypel4	-1.3807528	4597
Dync1li2	-1.3809049	25373
Fam3a	-1.3809333	8553
Stk38	-1.3809527	37060
AU040972	-1.3811351	2312
Smc1a	-1.3811977	46266
Scube3	-1.3812114	32536
Sdad1	-1.381397	26014
Actr8	-1.3814975	14884
Hrasls	-1.3815167	20836
Gpn1	-1.381524	18162
Fam173b	-1.3815782	19375
AK129341	-1.3816768	57661
Tcof1	-1.3817264	35216
Fdx1	-1.3817276	20249
Eif1ax	-1.382002	17750
S100a6	-1.3820915	1520
Apba1	-1.3823282	190721
Atp2b2	-1.382507	296944
Ttc9	-1.3826051	33572
Elp3	-1.3830136	62545
Zfp768	-1.3833157	2587
Fam136a	-1.3835257	4374
Dhx38	-1.3838555	17584
Anapc13	-1.3840773	7945
Fbxw11	-1.3841126	104092
Ergic3	-1.384511	10234
9130024F11Rik	-1.3848357	3706
Wdfy1	-1.3849889	73881
Fabp3	-1.3850292	6868
Sh3rf3	-1.385261	325557
Ets1	-1.3855118	121599
Rbck1	-1.3855526	16319
Cpa6	-1.385694	395225
Il18	-1.3857145	6564
Scaf8	-1.3858757	83883
Blmh	-1.3860132	62570
Tcerg1	-1.3860525	64298
Clcn3	-1.3861647	72911
Fam136a	-1.3865894	4374
Foxj3	-1.3866681	92115
Cdc42	-1.3867927	38024
Ciz1	-1.3868141	27899
Tbkbp1	-1.3868487	15324
Scfd1	-1.3869144	72516
Nlrx1	-1.387129	15886
Fam168b	-1.3872705	29846
Ubac2	-1.3876605	142428
E430025E21Rik	-1.3876609	42169
Tmem126a	-1.3878562	6529
Col6a3	-1.3880457	77094
Otud5	-1.3881116	35262
1700013F07Rik	-1.3884873	10573
Dhrs7b	-1.3888196	29564
Nos3	-1.388823	19664
Hexb	-1.3888848	22025
Lars2	-1.3890136	95724
Ncstn	-1.389187	16782
Axl	-1.3892485	31432
Sf3b2	-1.389664	21532
Bcl9	-1.3902992	25184
Atp10b	-1.3903933	112408
Mbtd1	-1.3909903	61133
Kcna6	-1.3909918	32333
9030407P20Rik	-1.3910583	4121
Pola1	-1.3911829	327388
Tmem55a	-1.3913407	51100
Zfp521	-1.3916029	285720
Pcdh18	-1.3916752	14020
Gmfb	-1.3917537	14093
Ndufb3	-1.3918993	9580
Zfp653	-1.3919935	15885
Prdm4	-1.3922619	25172
Kpnb1	-1.3923081	28167
Ccdc115	-1.3923589	3001
Rfx3	-1.3924258	249445
Atp2c1	-1.3925884	123780
Xlr4a	-1.3926302	8133
Rad23a	-1.392718	6646
Serpine2	-1.3930135	64499
Tfip11	-1.3930334	11715
Slc19a1	-1.3930393	28761
Gnaq	-1.3932074	254632
Mllt10	-1.3934362	157119
1700023E05Rik	-1.3935487	45506
1600020E01Rik	-1.3936437	38171
4933434E20Rik	-1.3937159	11705
Brsk1	-1.3938075	25393
Cacna2d3	-1.3938357	816917
Rsph1	-1.3940519	22337
Cdc37	-1.3941499	11365
Notch3	-1.3942897	46060
Fktn	-1.3944654	51787
Epb4.1l4b	-1.3945787	151465
Disp1	-1.3945898	137164
Mrpl42	-1.3946071	21121
Psmc3	-1.3946218	12360
1700040D17Rik	-1.3947936	3488
Fancg	-1.3951625	8163
Zmynd10	-1.3952085	4011
Zfp324	-1.3953251	8398
Pgf	-1.3953577	10657
Zfp644	-1.3954241	196393
Gm12942	-1.3955064	5953
Slu7	-1.3955653	14237
Col3a1	-1.3959239	38168
Smpdl3a	-1.3960078	17495
Rpa3	-1.3960352	3237
Stxbp5	-1.3963438	145532
St13	-1.3965447	36408
Morc4	-1.3965884	50045
Fhl1	-1.3970574	61559
Myl9	-1.397189	6238
Gyg	-1.397778	33246
Eif4e	-1.3978103	31408
Ift57	-1.3983424	65893
Dclk1	-1.3984419	296538
Alkbh8	-1.3986171	51572
Prmt1	-1.3987473	10503
Kptn	-1.3989437	7621
Pex19	-1.3989524	9738
Fam98b	-1.3990281	21801
Lrrc48	-1.3995655	41016
Nrp2	-1.3997602	115410
Asphd2	-1.3997703	6765
Ankra2	-1.3998027	11592
Mrps28	-1.3998511	121772
Lamb1	-1.3999698	64410
Spcs2	-1.4006703	19890
Usp30	-1.400759	23173
Ubc	-1.4007627	4237
Negr1	-1.4009434	754651
Stx18	-1.4012287	99023
Slc37a3	-1.4014986	42937
Nosip	-1.4015701	16074
Chmp2b	-1.4020452	23564
Svip	-1.4022186	8853
Lman2	-1.4023334	18950
Cisd2	-1.402386	17513
Apc	-1.4027066	101265
Zmym3	-1.4029912	16465
Taf1b	-1.4030561	59990
Wtip	-1.4030956	23725
Adam1a	-1.4031719	3091
Vim	-1.4033262	8899
Tstd2	-1.4035828	23948
Cbfa2t3	-1.4039408	70370
Crlf2	-1.4040402	4282
6430573F11Rik	-1.4040989	56772
Pycr1	-1.4041153	8057
Chchd6	-1.404537	212506
Rcan1	-1.4048228	74193
Faah	-1.4048427	50781
Pdxdc1	-1.4048496	69983
Dennd1a	-1.4049662	488400
Fntb	-1.4051473	155823
Ppp2r3a	-1.405181	146840
Nuak1	-1.4052492	69692
Ak8	-1.4055634	113001
Tufm	-1.4055691	3375
Trappc6b	-1.405797	18368
Dclre1b	-1.4058982	8839
Zfp110	-1.4059042	15816
BC017158	-1.4059346	26791
Brd8	-1.4060516	25986
Arhgdib	-1.4061357	18376
Lsm3	-1.4063039	3878
Prpf40b	-1.4063575	21931
Csnk1e	-1.4068612	26067
Ass1	-1.4071637	50465
Fbxo32	-1.4074991	34799
Mtfr1	-1.4075124	33490
Zfp429	-1.4080496	10440
Irak1	-1.408365	10004
Pdlim4	-1.408584	14086
Smc5	-1.4089926	65143
BC018507	-1.4092262	48945
Bcl2l1	-1.4092511	64412
Dnajb12	-1.4093066	19746
Col22a1	-1.4093163	238432
Mre11a	-1.4095575	52469
Lrfn1	-1.4097372	15310
Ctu1	-1.4097524	6282
Setd1b	-1.4100298	25242
E230016M11Rik	-1.4101547	44055
Arhgap15	-1.4104964	647129
Vps41	-1.410555	149517
Ephx2	-1.4108567	40123
3830406C13Rik	-1.4109696	19022
Ralyl	-1.4109948	405439
Htr1a	-1.4113402	4440
Ldoc1l	-1.4116559	4094
Mxra7	-1.4117281	24984
Greb1l	-1.4118706	237757
Exosc7	-1.4119197	22914
Rhot1	-1.4120365	58888
G0s2	-1.4121386	1027
Csad	-1.4121572	12045
Obfc1	-1.4122697	36000
Ganc	-1.4126089	57804
Capzb	-1.4128325	98919
Mta1	-1.4128401	38928
Cacng7	-1.412843	34755
Timp3	-1.412873	49134
Camta1	-1.4132519	802352
Mgll	-1.4133025	103948
Clstn1	-1.4134656	62431
Efna5	-1.4136704	277133
1700047I17Rik2	-1.4137182	17550
Rab3gap2	-1.4137961	82575
P4ha2	-1.4140989	31570
Arhgap18	-1.4142399	165227
A230050P20Rik	-1.4144095	5665
Ptplb	-1.4146677	86754
Slc26a7	-1.4146785	119375
Fancl	-1.4147391	85741
Tmem176b	-1.414752	7563
Vps37c	-1.4149612	25604
Phkb	-1.4150615	220417
Vmn2r29	-1.4150867	16001
Akr1b10	-1.4155637	12732
Dmrtb1	-1.4157546	7940
6430571L13Rik	-1.4159334	11820
Nbas	-1.4161178	314683
Tbc1d25	-1.4162071	21709
Lrrc61	-1.416218	15926
Rsl24d1	-1.4162343	9907
BC056474	-1.4166304	1599
Elk4	-1.4166787	25005
Ranbp1	-1.4166921	8948
Wdr19	-1.4167567	60719
Ccdc66	-1.4173588	26048
Anxa6	-1.4174656	54337
Ankle2	-1.41762	25606
Hjurp	-1.417696	18518
Rgl2	-1.4177878	8144
Prrc1	-1.4179091	37986
Ccdc142	-1.418185	8322
Rell2	-1.4184216	4100
Elp4	-1.4184883	207244
Rab39b	-1.4185627	6185
Lclat1	-1.4186482	135383
Lcorl	-1.4189054	160434
Zfp592	-1.4189243	51483
Mtmr1	-1.4190286	54436
Surf4	-1.4190675	13888
Exoc1	-1.4191434	40983
Syt4	-1.4192652	9607
Snrpa1	-1.4194499	14283
Tceanc	-1.4195013	18755
Calb2	-1.4196602	30708
Osbpl3	-1.4197617	162874
Atat1	-1.420055	12480
Zfp7	-1.4201899	13133
Crebl2	-1.4202555	28777
Cd109	-1.42038	100707
Tmc7	-1.420472	48893
Mrps15	-1.420474	8607
Lrp10	-1.4207879	7333
Kcnq2	-1.420958	59712
2900008C10Rik	-1.4212898	25887
Ifi27l1	-1.4213154	6028
Sumo3	-1.4213791	35446
Zfyve20	-1.42162	28213
Cwf19l1	-1.4217472	27232
Samd9l	-1.4221649	27314
Stc1	-1.4223337	12566
Ehmt2	-1.4223933	15583
Cd200	-1.4224228	26918
Txndc5	-1.4226648	28745
Sybu	-1.422735	116204
Gm14057	-1.4228334	481
Gm6756	-1.4228408	1578
Vps53	-1.4233775	133421
Trim25	-1.4233814	20917
C330007P06Rik	-1.4239243	50374
Szt2	-1.4239409	46530
Zfp937	-1.4240288	22652
Zfp131	-1.42416	25618
Dcxr	-1.4244232	1882
Msl3l2	-1.4244274	9963
Rprd1b	-1.424475	103800
Zfand1	-1.4245028	11364
Eya4	-1.4246602	245727
D6Wsu163e	-1.4247217	35738
Pdia3	-1.4249929	24912
Mitf	-1.4250414	214300
P4htm	-1.4251314	18774
Ctsz	-1.4253335	11546
Dhx34	-1.425634	24890
Ecd	-1.4256525	28262
Rftn1	-1.4258069	198417
Ypel3	-1.4260035	3559
Acvr1	-1.4262631	178513
Vdac2	-1.4264126	14610
Ndufb6	-1.4264277	8830
Kbtbd4	-1.4265171	6886
Wdr5b	-1.4265896	1783
Seh1l	-1.4267623	20585
Lrrc16a	-1.4267788	268451
Mast1	-1.4269375	25456
Klf6	-1.4269681	8904
Lphn2	-1.427066	173730
Psmd9	-1.4273131	21941
Grwd1	-1.4274902	5717
Recql	-1.4275383	36745
Pacsin1	-1.4278164	55597
Siah1a	-1.4278551	22066
BC003331	-1.4284108	31775
Eif2s1	-1.4284213	25191
Pbk	-1.4285152	11985
Parp10	-1.4287367	12267
Mkln1	-1.4287505	118076
Slc39a13	-1.428866	8626
Trim2	-1.4290953	145007
Vhl	-1.4292847	7674
Cdh13	-1.4295356	1041188
Nol12	-1.429603	8701
Atg4c	-1.4296108	65853
Pnkd	-1.4297482	68764
Kif9	-1.4297885	48221
A330008L17Rik	-1.4299244	316796
Hexdc	-1.4301478	18222
Atp2b3	-1.4302851	67919
Mrpl18	-1.4305196	4996
Dapk3	-1.4306499	9066
Brsk2	-1.4306558	54496
Tmx3	-1.4307917	33113
Ppp1r3f	-1.4308462	48085
Nat9	-1.4309757	5027
Zfp839	-1.4309759	18823
H2afy3	-1.4310269	1862
Polb	-1.4311199	25318
Rfc4	-1.4311357	13794
DUSP12	-1.4311997	12042
Pamr1	-1.4313028	93029
Acp2	-1.4313046	11213
Gm14277	-1.4314097	359
Ddit4l	-1.43152	6721
Gm15728	-1.4315523	4359
Rab36	-1.4317504	17690
Pcnp	-1.4318104	22494
Slc29a2	-1.4318318	7965
Socs2	-1.4321378	31818
Trmt2b	-1.4321407	54645
Ddx39	-1.4332991	11715
Cd36	-1.4336722	107269
Ppfibp1	-1.4337049	143538
Xpot	-1.4337418	38936
Zc3h6	-1.4338264	51161
Dcaf5	-1.4340634	100754
Tmem168	-1.4343538	27413
Dusp23	-1.4343575	2205
Aga	-1.4344027	11696
A930033H14Rik	-1.4344327	3336
Pla2g15	-1.4347347	14314
Med8	-1.4347957	6445
P2ry6	-1.4348894	26753
F3	-1.435435	11515
Kdelc1	-1.4354928	27345
Smarca2	-1.4355597	173206
Cttn	-1.4356188	35276
Rasl10b	-1.4356221	11902
Zrsr2	-1.435699	23218
Efs	-1.435801	10245
Ccng2	-1.4361502	8974
Grik4	-1.4364878	426358
Prdm11	-1.4366901	81016
Camk1g	-1.4367262	23951
Unc119	-1.4368421	5682
Golga3	-1.4368738	49769
Fdx1l	-1.4368782	5994
S1pr1	-1.4373993	4622
Synpr	-1.4375484	330679
Drap1	-1.4377266	2174
Tst	-1.437734	6594
Pramef8	-1.4378587	8665
Abhd10	-1.4378854	13230
Cstb	-1.4379586	1949
Dclk3	-1.4380715	50530
Mrps35	-1.438717	28139
Mlh3	-1.4388564	36062
Rdh11	-1.4388932	17956
Stxbp5l	-1.4389745	270020
Rad9b	-1.4390745	31010
Faim2	-1.4392108	31012
Vps13d	-1.43922	2060
Grip2	-1.439322	65741
Anp32b	-1.4395157	21755
Mars	-1.4395329	15565
1700001O22Rik	-1.4399711	8892
Reep2	-1.4401823	6794
Serpine1	-1.4404478	10768
Aifm2	-1.4406278	23997
Dtx3	-1.4406755	5350
Ppargc1a	-1.4409741	113476
6330408A02Rik	-1.4409771	19754
Ccdc87	-1.4414726	3162
Ppil6	-1.4415798	23847
Clybl	-1.4416512	220538
Gabra3	-1.4417944	224167
Ncam1	-1.4422046	296770
Clcn6	-1.4422375	34562
Igfbpl1	-1.4424847	17455
Ccdc111	-1.4427866	41633
Ube2c	-1.4428687	8924
Tmlhe	-1.4429687	174536
Rsph3a	-1.4429913	34171
Tmem219	-1.4432563	36746
Zfp84	-1.4433223	11269
Rsrc2	-1.4433924	20982
Gtf3c4	-1.4436257	18061
Dyrk1a	-1.4438248	125507
Jmjd6	-1.4438276	6017
Tpra1	-1.4440972	9987
Col19a1	-1.4441787	325582
Zfp942	-1.444471	35504
Zmym4	-1.4445839	106310
Kif1c	-1.4446925	31416
Uba3	-1.4447013	21972
Nek9	-1.4447861	39848
Wdr53	-1.4448445	9856
Fubp1	-1.4448572	26372
Acyp1	-1.4451848	16040
Plxna4	-1.44581	443627
Heatr1	-1.4459733	43279
Armcx5	-1.4459788	4589
Armc1	-1.4461743	30919
Mfap2	-1.4462135	5566
Mob4	-1.446227	23668
Chd4	-1.4462748	34610
Adsl	-1.4462911	22457
Capns1	-1.4464287	8222
Slc48a1	-1.4464622	8337
Pard3	-1.446925	548393
Cenpo	-1.4469612	38290
Zcchc9	-1.447316	11163
Kif21a	-1.4475613	116675
Pmpcb	-1.4475967	20011
Grin2b	-1.4482459	443685
Slc22a3	-1.4482992	87732
Nsun6	-1.4485334	59753
Cyp27b1	-1.4486097	4756
Cpeb3	-1.4486461	187310
Polr3a	-1.4486767	38352
Rab5c	-1.4487275	23206
9530077C05Rik	-1.4487971	33100
Hars2	-1.448893	9554
Smarcad1	-1.4490979	73383
Prkrir	-1.4492878	14959
Ost4	-1.4494495	1903
Stac3	-1.4494712	7137
Gle1	-1.4495114	24945
Tmod2	-1.4496925	45704
Wnt7a	-1.4499263	47382
Aldh1a3	-1.4499485	36625
Trpc1	-1.4499722	43731
Gpr88	-1.4499875	3830
Ralb	-1.450059	34489
Zfp810	-1.4503535	12316
Grm3	-1.4506723	240116
Atp2b4	-1.4507556	98363
Ppp1cc	-1.4507805	16995
8030462N17Rik	-1.4509861	209054
Shfm1	-1.450996	20369
E130309D14Rik	-1.4511579	21911
Cyb5b	-1.4512637	36809
Idh3a	-1.4514453	18180
Klf5	-1.4516579	14714
Ece2	-1.452127	34892
Exoc6	-1.4524019	132827
Bod1	-1.452478	6738
Pnoc	-1.4525058	24536
Slc9a8	-1.4525554	55288
Cops4	-1.4530318	29494
Mrps18b	-1.4531254	6010
Tmem87b	-1.4532822	36143
Atxn7	-1.4534596	94805
Prpf40a	-1.4534662	56580
Mdn1	-1.4536762	118088
Mmp14	-1.4536914	9654
Zbtb8a	-1.4536943	24488
Scyl2	-1.4545832	47564
Thap11	-1.4546179	1847
Uqcrc2	-1.4546547	24302
Crls1	-1.4550359	20119
Ubxn4	-1.4550391	35196
Fbxo30	-1.455056	16722
Jakmip1	-1.455343	119666
